Section,Rank,Strategy,Date,From State,To State,From Asset,To Asset,Trade,Whipsaw,Duration Days,Exit Timing,Re-entry Timing,Downside Avoided,Whipsaw Severity,Transition Quality,_strategy_priority,Strategy Variants,Strategies Affected
BY_STRATEGY_LATE_EXITS,12.0,A-RVol v3 (NASDAQ 2-State Cash),1995-07-11,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,54,-0.1351956562703236,,0.1803197690109931,,78.20210276844062,,,
BY_STRATEGY_LATE_EXITS,13.0,A-RVol v3 (NASDAQ 2-State Cash),1993-02-17,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,6,-0.1335397999924462,,0.0401001843712306,,67.1832387506049,,,
BY_STRATEGY_LATE_EXITS,14.0,A-RVol v3 (NASDAQ 2-State Cash),2021-03-04,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,3,-0.1276618497801263,,0.0085259291488892,,65.36265235829599,,,
BY_STRATEGY_LATE_EXITS,15.0,A-RVol v3 (NASDAQ 2-State Cash),2025-03-03,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,10,-0.1238716257086207,,0.3816014499306901,,85.1354049149655,,,
BY_STRATEGY_LATE_EXITS,16.0,A-RVol v3 (NASDAQ 2-State Cash),2012-05-31,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.1138336565764097,,0.0,,66.33996121083082,,,
BY_STRATEGY_LATE_EXITS,17.0,A-RVol v3 (NASDAQ 2-State Cash),2018-10-11,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,10,-0.1135579712921702,,0.2141265730871716,,83.50316929191331,,,
BY_STRATEGY_LATE_EXITS,18.0,A-RVol v3 (NASDAQ 2-State Cash),2019-05-24,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,7,-0.0977939072799984,,0.0,,68.26473112640019,,,
BY_STRATEGY_LATE_EXITS,19.0,A-RVol v3 (NASDAQ 2-State Cash),2011-08-02,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,99,-0.0971652197776593,,0.0,,68.34017362668087,,,
BY_STRATEGY_LATE_EXITS,20.0,A-RVol v3 (NASDAQ 2-State Cash),2020-09-09,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,32,-0.0970961774425904,,0.1568557388377219,,80.8969178139069,,,
BY_STRATEGY_LATE_EXITS,1.0,A-RVol v3 (NASDAQ 2-State SQQQ),1998-08-27,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,True,3,-0.3912752067951167,,0.0256228960314072,,35.09680686709857,,,
BY_STRATEGY_LATE_EXITS,2.0,A-RVol v3 (NASDAQ 2-State SQQQ),1997-10-24,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,True,2,-0.2435434820855706,,0.1935010219114414,,66.25486390264683,,,
BY_STRATEGY_LATE_EXITS,3.0,A-RVol v3 (NASDAQ 2-State SQQQ),2015-08-21,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,True,3,-0.2277175398496347,,0.0568303938234581,,57.22032672392048,,,
BY_STRATEGY_LATE_EXITS,4.0,A-RVol v3 (NASDAQ 2-State SQQQ),1996-07-05,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,False,8,-0.2165517573612416,,0.1574149991277106,,66.60698904686785,,,
BY_STRATEGY_LATE_EXITS,5.0,A-RVol v3 (NASDAQ 2-State SQQQ),2026-06-08,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,False,34,-0.1794187666234452,,0.0618908591342638,,63.42101673592767,,,
BY_STRATEGY_LATE_EXITS,6.0,A-RVol v3 (NASDAQ 2-State SQQQ),2010-05-06,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,True,2,-0.1656039803705303,,0.2246359974681079,,78.09840215298499,,,
BY_STRATEGY_LATE_EXITS,7.0,A-RVol v3 (NASDAQ 2-State SQQQ),1995-10-04,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,True,5,-0.163270951213431,,0.0,,60.40748585438827,,,
BY_STRATEGY_LATE_EXITS,8.0,A-RVol v3 (NASDAQ 2-State SQQQ),2009-07-06,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,True,1,-0.1552454981623757,,0.0,,61.37054022051491,,,
BY_STRATEGY_LATE_EXITS,9.0,A-RVol v3 (NASDAQ 2-State SQQQ),1994-04-05,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,False,29,-0.1389627078345643,,0.0,,63.32447505985228,,,
BY_STRATEGY_LATE_EXITS,10.0,A-RVol v3 (NASDAQ 2-State SQQQ),1993-03-02,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,False,200,-0.1385690113732324,,0.0,,63.37171863521211,,,
BY_STRATEGY_LATE_EXITS,11.0,A-RVol v3 (NASDAQ 2-State SQQQ),2009-07-08,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,True,1,-0.1369559540678433,,0.0,,63.5652855118588,,,
BY_STRATEGY_LATE_EXITS,12.0,A-RVol v3 (NASDAQ 2-State SQQQ),1995-07-11,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,False,54,-0.1351956562703236,,0.1803197690109931,,78.20210276844062,,,
BY_STRATEGY_LATE_EXITS,13.0,A-RVol v3 (NASDAQ 2-State SQQQ),1993-02-17,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,False,6,-0.1335397999924462,,0.0401001843712306,,67.1832387506049,,,
BY_STRATEGY_LATE_EXITS,14.0,A-RVol v3 (NASDAQ 2-State SQQQ),2021-03-04,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,True,3,-0.1276618497801263,,0.0085259291488892,,65.36265235829599,,,
BY_STRATEGY_LATE_EXITS,15.0,A-RVol v3 (NASDAQ 2-State SQQQ),2025-03-03,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,False,10,-0.1238716257086207,,0.3816014499306901,,85.1354049149655,,,
BY_STRATEGY_LATE_EXITS,16.0,A-RVol v3 (NASDAQ 2-State SQQQ),2012-05-31,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,True,1,-0.1138336565764097,,0.0,,66.33996121083082,,,
BY_STRATEGY_LATE_EXITS,17.0,A-RVol v3 (NASDAQ 2-State SQQQ),2018-10-11,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,False,10,-0.1135579712921702,,0.2141265730871716,,83.50316929191331,,,
BY_STRATEGY_LATE_EXITS,18.0,A-RVol v3 (NASDAQ 2-State SQQQ),2019-05-24,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,False,7,-0.0977939072799984,,0.0,,68.26473112640019,,,
BY_STRATEGY_LATE_EXITS,19.0,A-RVol v3 (NASDAQ 2-State SQQQ),2011-08-02,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,False,99,-0.0971652197776593,,0.0,,68.34017362668087,,,
BY_STRATEGY_LATE_EXITS,20.0,A-RVol v3 (NASDAQ 2-State SQQQ),2020-09-09,MODERATE,DEFENSIVE,TQQQ,SQQQ,True,False,32,-0.0970961774425904,,0.1568557388377219,,80.8969178139069,,,
BY_STRATEGY_LATE_EXITS,1.0,A-RVol v3 (NASDAQ 2-State),1998-08-27,MODERATE,DEFENSIVE,TQQQ,TLT,True,True,3,-0.3912752067951167,,0.0256228960314072,,35.09680686709857,,,
BY_STRATEGY_LATE_EXITS,2.0,A-RVol v3 (NASDAQ 2-State),1997-10-24,MODERATE,DEFENSIVE,TQQQ,TLT,True,True,2,-0.2435434820855706,,0.1935010219114414,,66.25486390264683,,,
BY_STRATEGY_LATE_EXITS,3.0,A-RVol v3 (NASDAQ 2-State),2015-08-21,MODERATE,DEFENSIVE,TQQQ,TLT,True,True,3,-0.2277175398496347,,0.0568303938234581,,57.22032672392048,,,
BY_STRATEGY_LATE_EXITS,4.0,A-RVol v3 (NASDAQ 2-State),1996-07-05,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,8,-0.2165517573612416,,0.1574149991277106,,66.60698904686785,,,
BY_STRATEGY_LATE_EXITS,5.0,A-RVol v3 (NASDAQ 2-State),2026-06-08,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,34,-0.1794187666234452,,0.0618908591342638,,63.42101673592767,,,
BY_STRATEGY_LATE_EXITS,6.0,A-RVol v3 (NASDAQ 2-State),2010-05-06,MODERATE,DEFENSIVE,TQQQ,TLT,True,True,2,-0.1656039803705303,,0.2246359974681079,,78.09840215298499,,,
BY_STRATEGY_LATE_EXITS,7.0,A-RVol v3 (NASDAQ 2-State),2009-07-06,MODERATE,DEFENSIVE,TQQQ,TLT,True,True,1,-0.1552454981623757,,0.0,,61.37054022051491,,,
BY_STRATEGY_LATE_EXITS,8.0,A-RVol v3 (NASDAQ 2-State),1994-04-05,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,29,-0.1389627078345643,,0.0,,63.32447505985228,,,
BY_STRATEGY_LATE_EXITS,9.0,A-RVol v3 (NASDAQ 2-State),1993-03-02,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,198,-0.1385690113732324,,0.0,,63.37171863521211,,,
BY_STRATEGY_LATE_EXITS,10.0,A-RVol v3 (NASDAQ 2-State),2009-07-08,MODERATE,DEFENSIVE,TQQQ,TLT,True,True,1,-0.1369559540678433,,0.0,,63.5652855118588,,,
BY_STRATEGY_LATE_EXITS,11.0,A-RVol v3 (NASDAQ 2-State),1995-07-11,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,54,-0.1351956562703236,,0.1803197690109931,,78.20210276844062,,,
BY_STRATEGY_LATE_EXITS,12.0,A-RVol v3 (NASDAQ 2-State),1993-02-17,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,6,-0.1335397999924462,,0.0401001843712306,,67.1832387506049,,,
BY_STRATEGY_LATE_EXITS,13.0,A-RVol v3 (NASDAQ 2-State),2021-03-04,MODERATE,DEFENSIVE,TQQQ,TLT,True,True,3,-0.1276618497801263,,0.0085259291488892,,65.36265235829599,,,
BY_STRATEGY_LATE_EXITS,14.0,A-RVol v3 (NASDAQ 2-State),1995-10-04,MODERATE,DEFENSIVE,TQQQ,TLT,True,True,5,-0.1247329320183867,,0.0252732720732792,,67.05390992365594,,,
BY_STRATEGY_LATE_EXITS,15.0,A-RVol v3 (NASDAQ 2-State),2025-03-03,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,10,-0.1238716257086207,,0.3816014499306901,,85.1354049149655,,,
BY_STRATEGY_LATE_EXITS,16.0,A-RVol v3 (NASDAQ 2-State),2012-05-31,MODERATE,DEFENSIVE,TQQQ,TLT,True,True,1,-0.1138336565764097,,0.0,,66.33996121083082,,,
BY_STRATEGY_LATE_EXITS,17.0,A-RVol v3 (NASDAQ 2-State),2018-10-11,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,10,-0.1135579712921702,,0.2141265730871716,,83.50316929191331,,,
BY_STRATEGY_LATE_EXITS,18.0,A-RVol v3 (NASDAQ 2-State),2019-05-24,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,7,-0.0977939072799984,,0.0,,68.26473112640019,,,
BY_STRATEGY_LATE_EXITS,19.0,A-RVol v3 (NASDAQ 2-State),2011-08-02,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,97,-0.0971652197776593,,0.0,,68.34017362668087,,,
BY_STRATEGY_LATE_EXITS,20.0,A-RVol v3 (NASDAQ 2-State),2020-09-09,MODERATE,DEFENSIVE,TQQQ,TLT,True,False,31,-0.0970961774425904,,0.1568557388377219,,80.8969178139069,,,
BY_STRATEGY_LATE_EXITS,1.0,A-RVol v3 (NASDAQ Cash Defensive),1998-08-27,MODERATE,DEFENSIVE,QLD,CASH,True,True,3,-0.2650937730382533,,0.0167912402494935,,49.53204645536909,,,
BY_STRATEGY_LATE_EXITS,2.0,A-RVol v3 (NASDAQ Cash Defensive),1997-10-24,MODERATE,DEFENSIVE,QLD,CASH,True,True,2,-0.1575849689390488,,0.1294820996242617,,71.44837169725508,,,
BY_STRATEGY_LATE_EXITS,3.0,A-RVol v3 (NASDAQ Cash Defensive),2015-08-21,MODERATE,DEFENSIVE,QLD,CASH,True,True,3,-0.1511614224656542,,0.0375299401040357,,64.86302451244435,,,
BY_STRATEGY_LATE_EXITS,4.0,A-RVol v3 (NASDAQ Cash Defensive),1996-07-05,MODERATE,DEFENSIVE,QLD,CASH,True,False,8,-0.1451220317475534,,0.1051069787406693,,70.99391448954714,,,
BY_STRATEGY_LATE_EXITS,5.0,A-RVol v3 (NASDAQ Cash Defensive),2026-06-08,MODERATE,DEFENSIVE,QLD,CASH,True,False,34,-0.1222185481654778,,0.0406825869143216,,68.5883811732884,,,
BY_STRATEGY_LATE_EXITS,6.0,A-RVol v3 (NASDAQ Cash Defensive),2010-05-06,MODERATE,DEFENSIVE,QLD,CASH,True,True,2,-0.1084670585829835,,0.1492935525913922,,78.92743717735334,,,
BY_STRATEGY_LATE_EXITS,7.0,A-RVol v3 (NASDAQ Cash Defensive),1995-10-04,MODERATE,DEFENSIVE,QLD,CASH,True,True,5,-0.1077331158311351,,0.0,,67.07202610026378,,,
BY_STRATEGY_LATE_EXITS,8.0,A-RVol v3 (NASDAQ Cash Defensive),2009-07-06,MODERATE,DEFENSIVE,QLD,CASH,True,True,1,-0.1016739056395543,,0.0,,67.79913132325348,,,
BY_STRATEGY_LATE_EXITS,9.0,A-RVol v3 (NASDAQ Cash Defensive),1994-04-05,MODERATE,DEFENSIVE,QLD,CASH,True,False,29,-0.0938100742704148,,0.0,,68.74279108755022,,,
BY_STRATEGY_LATE_EXITS,10.0,A-RVol v3 (NASDAQ Cash Defensive),1993-03-02,MODERATE,DEFENSIVE,QLD,CASH,True,False,200,-0.0937903122854476,,0.0,,68.74516252574628,,,
BY_STRATEGY_LATE_EXITS,11.0,A-RVol v3 (NASDAQ Cash Defensive),2009-07-08,MODERATE,DEFENSIVE,QLD,CASH,True,True,1,-0.0917409390058648,,0.0,,68.99108731929621,,,
BY_STRATEGY_LATE_EXITS,12.0,A-RVol v3 (NASDAQ Cash Defensive),1995-07-11,MODERATE,DEFENSIVE,QLD,CASH,True,False,54,-0.0903338891665461,,0.1194837300111081,,78.7186317009031,,,
BY_STRATEGY_LATE_EXITS,13.0,A-RVol v3 (NASDAQ Cash Defensive),1993-02-17,MODERATE,DEFENSIVE,QLD,CASH,True,False,6,-0.087818608300447,,0.0246718072570252,,71.43551158450836,,,
BY_STRATEGY_LATE_EXITS,14.0,A-RVol v3 (NASDAQ Cash Defensive),2021-03-04,MODERATE,DEFENSIVE,QLD,CASH,True,True,3,-0.0806690364137309,,0.005974610846309,,70.79768449805701,,,
BY_STRATEGY_LATE_EXITS,15.0,A-RVol v3 (NASDAQ Cash Defensive),2025-03-03,MODERATE,DEFENSIVE,QLD,CASH,True,False,10,-0.0806467599197809,,0.2651946818995343,,90.32238880962628,,,
BY_STRATEGY_LATE_EXITS,16.0,A-RVol v3 (NASDAQ Cash Defensive),2012-05-31,MODERATE,DEFENSIVE,QLD,CASH,True,True,1,-0.0770582772848321,,0.0,,70.75300672582014,,,
BY_STRATEGY_LATE_EXITS,17.0,A-RVol v3 (NASDAQ Cash Defensive),2018-10-11,MODERATE,DEFENSIVE,QLD,CASH,True,False,10,-0.0747695559291213,,0.1408566452923377,,82.29618491189245,,,
BY_STRATEGY_LATE_EXITS,18.0,A-RVol v3 (NASDAQ Cash Defensive),2011-08-02,MODERATE,DEFENSIVE,QLD,CASH,True,False,99,-0.0658036028961308,,0.0,,72.1035676524643,,,
BY_STRATEGY_LATE_EXITS,19.0,A-RVol v3 (NASDAQ Cash Defensive),2020-09-09,MODERATE,DEFENSIVE,QLD,CASH,True,False,32,-0.065032727136559,,0.1070495727585366,,80.76003856429585,,,
BY_STRATEGY_LATE_EXITS,20.0,A-RVol v3 (NASDAQ Cash Defensive),2019-05-24,MODERATE,DEFENSIVE,QLD,CASH,True,False,7,-0.0640278330919751,,0.0,,72.31666002896299,,,
BY_STRATEGY_LATE_EXITS,1.0,A-RVol v3 (NASDAQ QQQ Moderate),1998-08-27,MODERATE,DEFENSIVE,QQQ,TLT,True,True,3,-0.1329378479182147,,0.0079656979239101,,64.68471408372704,,,
BY_STRATEGY_LATE_EXITS,2.0,A-RVol v3 (NASDAQ QQQ Moderate),2015-08-21,MODERATE,DEFENSIVE,QQQ,TLT,True,True,3,-0.0753835454063847,,0.0192175076767071,,72.49137516537041,,,
BY_STRATEGY_LATE_EXITS,3.0,A-RVol v3 (NASDAQ QQQ Moderate),1997-10-24,MODERATE,DEFENSIVE,QQQ,TLT,True,True,2,-0.0748113770171841,,0.0638437342751335,,76.1301334999486,,,
BY_STRATEGY_LATE_EXITS,4.0,A-RVol v3 (NASDAQ QQQ Moderate),1996-07-05,MODERATE,DEFENSIVE,QQQ,TLT,True,False,8,-0.0719239065326795,,0.0522401666691374,,75.54834454960945,,,
BY_STRATEGY_LATE_EXITS,5.0,A-RVol v3 (NASDAQ QQQ Moderate),2026-06-08,MODERATE,DEFENSIVE,QQQ,TLT,True,False,34,-0.0614153483542708,,0.0203704125359922,,74.25979120036688,,,
BY_STRATEGY_LATE_EXITS,6.0,A-RVol v3 (NASDAQ QQQ Moderate),2009-07-06,MODERATE,DEFENSIVE,QQQ,TLT,True,True,1,-0.0526748111547263,,0.0,,73.67902266143284,,,
BY_STRATEGY_LATE_EXITS,7.0,A-RVol v3 (NASDAQ QQQ Moderate),2010-05-06,MODERATE,DEFENSIVE,QQQ,TLT,True,True,2,-0.0523704923180108,,0.0749424132105164,,79.71093397868002,,,
BY_STRATEGY_LATE_EXITS,8.0,A-RVol v3 (NASDAQ QQQ Moderate),1995-10-04,MODERATE,DEFENSIVE,QQQ,TLT,True,True,5,-0.052315166118548,,0.0,,73.72218006577424,,,
BY_STRATEGY_LATE_EXITS,9.0,A-RVol v3 (NASDAQ QQQ Moderate),1993-03-02,MODERATE,DEFENSIVE,QQQ,TLT,True,False,200,-0.0472065787468162,,0.0,,74.33521055038204,,,
BY_STRATEGY_LATE_EXITS,10.0,A-RVol v3 (NASDAQ QQQ Moderate),1994-04-05,MODERATE,DEFENSIVE,QQQ,TLT,True,False,29,-0.0469371472934776,,0.0,,74.36754232478268,,,
BY_STRATEGY_LATE_EXITS,11.0,A-RVol v3 (NASDAQ QQQ Moderate),2009-07-08,MODERATE,DEFENSIVE,QQQ,TLT,True,True,1,-0.0460907471999143,,0.0,,74.46911033601029,,,
BY_STRATEGY_LATE_EXITS,12.0,A-RVol v3 (NASDAQ QQQ Moderate),1995-07-11,MODERATE,DEFENSIVE,QQQ,TLT,True,False,54,-0.0443832261616184,,0.0583352467001784,,79.34083259662006,,,
BY_STRATEGY_LATE_EXITS,13.0,A-RVol v3 (NASDAQ QQQ Moderate),1993-02-17,MODERATE,DEFENSIVE,QQQ,TLT,True,False,6,-0.0426436547704804,,0.010179457499209,,75.69711802747906,,,
BY_STRATEGY_LATE_EXITS,14.0,A-RVol v3 (NASDAQ QQQ Moderate),2012-05-31,MODERATE,DEFENSIVE,QQQ,TLT,True,True,1,-0.0389754135039848,,0.0,,75.32295037952181,,,
BY_STRATEGY_LATE_EXITS,15.0,A-RVol v3 (NASDAQ QQQ Moderate),2025-03-03,MODERATE,DEFENSIVE,QQQ,TLT,True,False,10,-0.0383259692291885,,0.1368965102638173,,86.35260451360276,,,
BY_STRATEGY_LATE_EXITS,16.0,A-RVol v3 (NASDAQ QQQ Moderate),2021-03-04,MODERATE,DEFENSIVE,QQQ,TLT,True,True,3,-0.0381331722627128,,0.0028543222896461,,75.65236511164613,,,
BY_STRATEGY_LATE_EXITS,17.0,A-RVol v3 (NASDAQ QQQ Moderate),2018-10-11,MODERATE,DEFENSIVE,QQQ,TLT,True,False,10,-0.0351404667622102,,0.0695660451424692,,81.34842759993231,,,
BY_STRATEGY_LATE_EXITS,18.0,A-RVol v3 (NASDAQ QQQ Moderate),2020-09-09,MODERATE,DEFENSIVE,QQQ,TLT,True,False,32,-0.0332396283446086,,0.0539435962092381,,80.32673229538601,,,
BY_STRATEGY_LATE_EXITS,19.0,A-RVol v3 (NASDAQ QQQ Moderate),2011-08-02,MODERATE,DEFENSIVE,QQQ,TLT,True,False,99,-0.0313133547238592,,0.0,,76.24239743313689,,,
BY_STRATEGY_LATE_EXITS,20.0,A-RVol v3 (NASDAQ QQQ Moderate),2019-05-24,MODERATE,DEFENSIVE,QQQ,TLT,True,False,7,-0.0309075509797249,,0.0,,76.291093882433,,,
BY_STRATEGY_LATE_EXITS,1.0,A-RVol v3 (NASDAQ),1998-08-27,MODERATE,DEFENSIVE,QLD,TLT,True,True,3,-0.2650937730382533,,0.0167912402494935,,49.53204645536909,,,
BY_STRATEGY_LATE_EXITS,2.0,A-RVol v3 (NASDAQ),1997-10-24,MODERATE,DEFENSIVE,QLD,TLT,True,True,2,-0.1575849689390488,,0.1294820996242617,,71.44837169725508,,,
BY_STRATEGY_LATE_EXITS,3.0,A-RVol v3 (NASDAQ),2015-08-21,MODERATE,DEFENSIVE,QLD,TLT,True,True,3,-0.1511614224656542,,0.0375299401040357,,64.86302451244435,,,
BY_STRATEGY_LATE_EXITS,4.0,A-RVol v3 (NASDAQ),1996-07-05,MODERATE,DEFENSIVE,QLD,TLT,True,False,8,-0.1451220317475534,,0.1051069787406693,,70.99391448954714,,,
BY_STRATEGY_LATE_EXITS,5.0,A-RVol v3 (NASDAQ),2026-06-08,MODERATE,DEFENSIVE,QLD,TLT,True,False,34,-0.1222185481654778,,0.0406825869143216,,68.5883811732884,,,
BY_STRATEGY_LATE_EXITS,6.0,A-RVol v3 (NASDAQ),2010-05-06,MODERATE,DEFENSIVE,QLD,TLT,True,True,2,-0.1084670585829835,,0.1492935525913922,,78.92743717735334,,,
BY_STRATEGY_LATE_EXITS,7.0,A-RVol v3 (NASDAQ),1995-10-04,MODERATE,DEFENSIVE,QLD,TLT,True,True,5,-0.1077331158311351,,0.0,,67.07202610026378,,,
BY_STRATEGY_LATE_EXITS,8.0,A-RVol v3 (NASDAQ),2009-07-06,MODERATE,DEFENSIVE,QLD,TLT,True,True,1,-0.1016739056395543,,0.0,,67.79913132325348,,,
BY_STRATEGY_LATE_EXITS,9.0,A-RVol v3 (NASDAQ),1994-04-05,MODERATE,DEFENSIVE,QLD,TLT,True,False,29,-0.0938100742704148,,0.0,,68.74279108755022,,,
BY_STRATEGY_LATE_EXITS,10.0,A-RVol v3 (NASDAQ),1993-03-02,MODERATE,DEFENSIVE,QLD,TLT,True,False,200,-0.0937903122854476,,0.0,,68.74516252574628,,,
BY_STRATEGY_LATE_EXITS,11.0,A-RVol v3 (NASDAQ),2009-07-08,MODERATE,DEFENSIVE,QLD,TLT,True,True,1,-0.0917409390058648,,0.0,,68.99108731929621,,,
BY_STRATEGY_LATE_EXITS,12.0,A-RVol v3 (NASDAQ),1995-07-11,MODERATE,DEFENSIVE,QLD,TLT,True,False,54,-0.0903338891665461,,0.1194837300111081,,78.7186317009031,,,
BY_STRATEGY_LATE_EXITS,13.0,A-RVol v3 (NASDAQ),1993-02-17,MODERATE,DEFENSIVE,QLD,TLT,True,False,6,-0.087818608300447,,0.0246718072570252,,71.43551158450836,,,
BY_STRATEGY_LATE_EXITS,14.0,A-RVol v3 (NASDAQ),2021-03-04,MODERATE,DEFENSIVE,QLD,TLT,True,True,3,-0.0806690364137309,,0.005974610846309,,70.79768449805701,,,
BY_STRATEGY_LATE_EXITS,15.0,A-RVol v3 (NASDAQ),2025-03-03,MODERATE,DEFENSIVE,QLD,TLT,True,False,10,-0.0806467599197809,,0.2651946818995343,,90.32238880962628,,,
BY_STRATEGY_LATE_EXITS,16.0,A-RVol v3 (NASDAQ),2012-05-31,MODERATE,DEFENSIVE,QLD,TLT,True,True,1,-0.0770582772848321,,0.0,,70.75300672582014,,,
BY_STRATEGY_LATE_EXITS,17.0,A-RVol v3 (NASDAQ),2018-10-11,MODERATE,DEFENSIVE,QLD,TLT,True,False,10,-0.0747695559291213,,0.1408566452923377,,82.29618491189245,,,
BY_STRATEGY_LATE_EXITS,18.0,A-RVol v3 (NASDAQ),2011-08-02,MODERATE,DEFENSIVE,QLD,TLT,True,False,99,-0.0658036028961308,,0.0,,72.1035676524643,,,
BY_STRATEGY_LATE_EXITS,19.0,A-RVol v3 (NASDAQ),2020-09-09,MODERATE,DEFENSIVE,QLD,TLT,True,False,32,-0.065032727136559,,0.1070495727585366,,80.76003856429585,,,
BY_STRATEGY_LATE_EXITS,20.0,A-RVol v3 (NASDAQ),2019-05-24,MODERATE,DEFENSIVE,QLD,TLT,True,False,7,-0.0640278330919751,,0.0,,72.31666002896299,,,
BY_STRATEGY_LATE_EXITS,1.0,A-RVol v3 (S&P 500),2009-07-06,MODERATE,DEFENSIVE,SSO,TLT,True,True,1,-0.0992078714727415,,0.0029314335027109,,68.3295701034879,,,
BY_STRATEGY_LATE_EXITS,2.0,A-RVol v3 (S&P 500),2010-05-06,MODERATE,DEFENSIVE,SSO,TLT,True,True,2,-0.0888936995714109,,0.1819950848508447,,83.89236283949826,,,
BY_STRATEGY_LATE_EXITS,3.0,A-RVol v3 (S&P 500),2009-08-31,MODERATE,DEFENSIVE,SSO,TLT,True,True,1,-0.0628817644976494,,0.0074918004231468,,73.05353229413382,,,
BY_STRATEGY_LATE_EXITS,4.0,A-RVol v3 (S&P 500),2022-12-05,MODERATE,DEFENSIVE,SSO,TLT,True,True,3,-0.05669687000958,,0.0921087086566977,,80.56507229138623,,,
BY_STRATEGY_LATE_EXITS,5.0,A-RVol v3 (S&P 500),2009-09-02,MODERATE,DEFENSIVE,SSO,TLT,True,True,1,-0.0549451488069993,,0.0,,73.40658214316008,,,
BY_STRATEGY_LATE_EXITS,6.0,A-RVol v3 (S&P 500),2018-01-31,MODERATE,DEFENSIVE,SSO,TLT,True,False,64,-0.0474491690545219,,0.0,,74.30609971345737,,,
BY_STRATEGY_LATE_EXITS,7.0,A-RVol v3 (S&P 500),2009-07-08,MODERATE,DEFENSIVE,SSO,TLT,True,True,4,-0.0460205234098471,,0.0,,74.47753719081834,,,
BY_STRATEGY_LATE_EXITS,8.0,A-RVol v3 (S&P 500),2024-12-30,MODERATE,DEFENSIVE,SSO,TLT,True,False,22,-0.0411358271840012,,0.0747095256968705,,81.04046279366949,,,
BY_STRATEGY_LATE_EXITS,9.0,A-RVol v3 (S&P 500),2011-08-02,MODERATE,DEFENSIVE,SSO,TLT,True,False,99,-0.0290971081620695,,0.0,,76.50834702055165,,,
BY_STRATEGY_LATE_EXITS,10.0,A-RVol v3 (S&P 500),2021-12-02,MODERATE,DEFENSIVE,SSO,TLT,True,False,28,-0.0284270121825239,,0.1636665474620018,,89.68208233505727,,,
BY_STRATEGY_LATE_EXITS,11.0,A-RVol v3 (S&P 500),2020-07-06,MODERATE,DEFENSIVE,SSO,TLT,True,True,1,-0.0209157257591332,,0.0,,77.49011290890401,,,
BY_STRATEGY_LATE_EXITS,12.0,A-RVol v3 (S&P 500),2024-07-26,MODERATE,DEFENSIVE,SSO,TLT,True,False,24,-0.0142840232295992,,0.0653265671258498,,83.51204258251609,,,
BY_STRATEGY_LATE_EXITS,13.0,A-RVol v3 (S&P 500),2017-08-22,MODERATE,DEFENSIVE,SSO,TLT,True,False,12,-0.0113293740832912,,0.0,,78.64047511000504,,,
BY_STRATEGY_LATE_EXITS,14.0,A-RVol v3 (S&P 500),2009-09-04,MODERATE,DEFENSIVE,SSO,TLT,True,True,1,-0.0112944955437258,,0.0,,78.64466053475289,,,
BY_STRATEGY_LATE_EXITS,15.0,A-RVol v3 (S&P 500),2020-02-12,MODERATE,DEFENSIVE,SSO,TLT,True,False,70,-0.0107007644850628,,0.0,,78.71590826179246,,,
BY_STRATEGY_LATE_EXITS,16.0,A-RVol v3 (S&P 500),2010-05-11,MODERATE,DEFENSIVE,SSO,TLT,True,False,61,-0.0103897405278886,,0.1259840539194332,,88.83195545020801,,,
